,heatingType,newlyConst,balcony,pricetrend,yearConstructed,hasKitchen,cellar,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,garden,city,SizePerRoom
28716,central_heating,False,False,1.3,1971.0,False,True,59.0,refurbished,unknown,negotiable,False,ground_floor,17321,3.0,88.3,1.0,False,Uecker_Randow_Kreis,19.666666666666668
213354,self_contained_central_heating,True,True,4.51,2019.0,False,True,125.0,first_time_use,luxury,negotiable,False,apartment,48147,4.0,33.6,1.0,False,Münster,31.25
203892,central_heating,False,False,3.83,1994.0,True,False,78.88,well_kept,unknown,no,False,maisonette,63584,3.0,93.0,3.0,False,Main_Kinzig_Kreis,26.293333333333333
191404,central_heating,False,True,6.18,2002.0,True,True,54.5,well_kept,sophisticated,no,False,roof_storey,84385,2.0,125.4,2.0,False,Rottal_Inn_Kreis,27.25
76312,central_heating,False,False,2.42,1959.0,False,True,121.0,first_time_use_after_refurbishment,sophisticated,unknown,True,apartment,46045,5.0,96.0,1.0,False,Oberhausen,24.2
166668,gas_heating,False,True,3.07,1983.0,False,True,38.0,well_kept,normal,no,False,ground_floor,91054,1.5,162.0,0.0,False,Erlangen,25.333333333333332
87886,night_storage_heater,False,True,3.75,1972.0,False,True,74.0,unknown,normal,negotiable,True,apartment,45219,3.0,84.8,1.0,False,Essen,24.666666666666668
194782,central_heating,False,True,3.33,1997.0,True,False,36.49,first_time_use_after_refurbishment,unknown,negotiable,False,apartment,39124,1.0,99.0,2.0,False,Magdeburg,36.49
69874,district_heating,False,True,0.35,1981.0,False,True,36.73,unknown,unknown,unknown,True,apartment,17291,1.0,104.0,1.0,False,Uckermark_Kreis,36.73
158722,self_contained_central_heating,False,True,3.54,1950.0,False,True,85.0,well_kept,unknown,unknown,False,apartment,54292,4.0,130.0,2.0,False,Trier,21.25
57296,central_heating,False,True,2.94,1966.0,False,True,64.0,well_kept,normal,negotiable,False,apartment,34225,2.0,70.0,3.0,False,Kassel_Kreis,32.0
246388,unknown,False,True,1.95,1982.0,False,True,35.75,unknown,unknown,unknown,True,unknown,8468,1.0,110.4,2.0,False,Vogtlandkreis,35.75
217288,central_heating,False,True,3.54,1942.0,False,True,55.63,unknown,unknown,unknown,False,apartment,90469,2.0,113.0,2.0,False,Nürnberg,27.815
131547,unknown,True,True,2.06,2018.0,True,True,86.9,unknown,normal,unknown,True,unknown,1067,3.0,69.9,2.0,False,Dresden,28.96666666666667
264866,self_contained_central_heating,False,False,4.41,1907.0,False,False,91.7,well_kept,normal,unknown,False,apartment,16515,3.0,160.5,1.0,False,Oberhavel_Kreis,30.566666666666666
8523,central_heating,False,True,4.05,1970.0,False,True,70.2,unknown,unknown,unknown,False,apartment,21493,2.5,65.0,1.0,False,Herzogtum_Lauenburg_Kreis,28.080000000000002
232583,central_heating,False,True,9.64,1987.0,True,False,60.0,well_kept,normal,negotiable,False,apartment,13409,2.0,114.3,1.0,False,Berlin,30.0
183965,central_heating,False,True,3.13,1970.0,False,True,75.52,unknown,unknown,unknown,False,apartment,33739,3.0,170.0,2.0,False,Bielefeld,25.173333333333332
139585,district_heating,False,True,12.08,1906.0,True,False,122.62,unknown,unknown,unknown,False,apartment,12045,4.0,168.1,2.0,False,Berlin,30.655
113118,central_heating,False,False,0.6,1900.0,False,True,75.0,well_kept,normal,negotiable,False,apartment,1623,3.0,161.5,1.0,False,Meißen_Kreis,25.0
1596,central_heating,False,False,3.12,1962.0,True,True,38.68,well_kept,normal,unknown,False,ground_floor,47051,1.0,213.0,0.0,False,Duisburg,38.68
268135,central_heating,False,True,6.02,1998.0,True,True,96.0,fully_renovated,sophisticated,no,False,roof_storey,64625,2.5,102.6,1.0,False,Bergstraße_Kreis,38.4
247812,floor_heating,True,True,4.02,2018.0,False,True,78.05,mint_condition,unknown,unknown,True,apartment,53177,3.0,56.0,3.0,False,Bonn,26.016666666666666
173252,unknown,False,False,0.0,1961.0,True,False,45.0,unknown,unknown,no,False,half_basement,79588,2.0,133.0,-1.0,False,Lörrach_Kreis,22.5
48807,gas_heating,False,True,-0.09,1967.0,False,True,73.5,well_kept,normal,unknown,True,apartment,79539,3.0,106.0,4.0,False,Lörrach_Kreis,24.5
35185,unknown,False,True,2.96,1968.0,False,False,60.0,well_kept,unknown,unknown,True,unknown,90411,2.0,168.8,4.0,False,Nürnberg,30.0
118348,self_contained_central_heating,False,False,10.1,1930.0,False,False,61.0,unknown,unknown,unknown,False,apartment,12051,1.5,124.2,2.0,False,Berlin,40.666666666666664
56248,self_contained_central_heating,False,False,8.28,1885.0,True,False,50.0,fully_renovated,normal,no,False,apartment,10559,2.0,141.8,2.0,True,Berlin,25.0
240208,central_heating,False,True,2.0,1970.0,False,True,74.39,mint_condition,unknown,negotiable,False,apartment,9119,4.0,88.84,2.0,True,Chemnitz,18.5975
199648,unknown,False,True,4.06,1900.0,True,True,59.0,well_kept,sophisticated,negotiable,False,apartment,6110,2.0,129.0,2.0,False,Halle_Saale,29.5
223244,floor_heating,False,True,4.75,2011.0,True,False,100.0,mint_condition,sophisticated,negotiable,False,maisonette,83553,3.0,77.1,1.0,True,Ebersberg_Kreis,33.333333333333336
75637,central_heating,False,False,3.53,1990.0,False,False,44.0,well_kept,normal,no,False,roof_storey,41061,2.0,184.0,3.0,False,Mönchengladbach,22.0
259094,unknown,False,True,4.66,1988.0,False,False,36.3,unknown,unknown,unknown,True,unknown,15517,1.0,96.0,1.0,False,Oder_Spree_Kreis,36.3
158664,central_heating,False,False,3.23,1896.0,False,True,83.0,modernized,unknown,negotiable,False,apartment,6110,3.0,127.0,2.0,False,Halle_Saale,27.666666666666668
245737,district_heating,False,True,0.6,1982.0,False,True,34.0,refurbished,normal,unknown,False,unknown,9557,1.0,87.0,1.0,False,Mittelsachsen_Kreis,34.0
149308,central_heating,False,True,2.36,1984.0,False,True,77.46,unknown,unknown,unknown,False,apartment,1169,4.0,113.0,5.0,False,Dresden,19.365
268158,central_heating,False,True,4.07,1999.0,True,False,82.66,well_kept,normal,negotiable,False,apartment,94469,3.0,111.0,-1.0,True,Deggendorf_Kreis,27.55333333333333
178744,central_heating,False,False,0.93,1928.0,False,True,56.63,unknown,unknown,unknown,False,apartment,8058,2.0,82.5,1.0,False,Zwickau,28.315
136684,central_heating,False,True,0.0,1988.0,False,False,61.05,fully_renovated,unknown,unknown,False,roof_storey,17192,3.0,80.4,6.0,False,Müritz_Kreis,20.349999999999998
88688,central_heating,False,False,4.06,1910.0,False,True,53.0,fully_renovated,normal,unknown,False,apartment,6110,2.0,111.0,2.0,False,Halle_Saale,26.5
74261,unknown,False,False,1.1,1972.0,False,False,55.61,refurbished,normal,negotiable,True,apartment,6122,3.0,64.0,5.0,False,Halle_Saale,18.536666666666665
160512,central_heating,False,False,3.04,1985.0,False,True,42.0,fully_renovated,unknown,negotiable,False,apartment,42489,2.0,161.0,2.0,False,Mettmann_Kreis,21.0
229358,central_heating,False,True,1.26,1997.0,False,True,49.29,mint_condition,normal,negotiable,True,apartment,39110,2.0,56.0,4.0,False,Magdeburg,24.645
233182,central_heating,False,False,3.13,1890.0,True,False,60.0,well_kept,unknown,unknown,False,apartment,39106,2.0,220.0,4.0,False,Magdeburg,30.0
147673,district_heating,False,True,0.0,1976.0,False,True,62.79,unknown,unknown,unknown,False,unknown,17389,3.0,86.0,4.0,False,Ostvorpommern_Kreis,20.93
131912,central_heating,False,True,3.19,1995.0,False,True,88.54,well_kept,normal,unknown,False,unknown,35463,3.0,92.0,1.0,False,Gießen_Kreis,29.513333333333335
155642,central_heating,False,True,4.22,1973.0,False,True,73.9,unknown,unknown,unknown,False,apartment,64546,3.0,166.0,6.0,False,Groß_Gerau_Kreis,24.633333333333336
36689,central_heating,False,True,2.79,2007.0,True,False,88.0,mint_condition,sophisticated,yes,False,ground_floor,58239,3.0,92.0,0.0,True,Unna_Kreis,29.333333333333332
246439,district_heating,False,False,5.56,1954.0,False,True,76.0,modernized,sophisticated,no,False,roof_storey,45145,2.5,82.64,3.0,True,Essen,30.4
119866,central_heating,False,True,5.08,1959.0,False,True,51.79,unknown,unknown,unknown,False,apartment,44795,2.0,98.0,1.0,False,Bochum,25.895
46133,unknown,False,False,1.69,1976.0,False,True,50.0,unknown,unknown,unknown,False,unknown,6649,2.0,154.0,1.0,True,Salzlandkreis,25.0
126176,district_heating,False,False,5.04,1888.0,True,True,68.0,well_kept,unknown,negotiable,False,apartment,24941,3.0,131.2,3.0,False,Flensburg,22.666666666666668
100183,central_heating,False,True,0.74,1995.0,False,True,67.66,well_kept,unknown,unknown,False,unknown,1587,3.0,65.6,5.0,False,Meißen_Kreis,22.55333333333333
45430,central_heating,False,True,2.45,1960.0,False,True,57.81,unknown,unknown,unknown,True,apartment,41747,2.0,74.0,1.0,False,Viersen_Kreis,28.905
75336,central_heating,False,False,1.64,1920.0,False,True,62.0,modernized,unknown,unknown,False,apartment,1705,2.0,216.9,1.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,31.0
181770,unknown,False,True,4.48,1900.0,False,True,139.92,first_time_use_after_refurbishment,unknown,negotiable,True,roof_storey,4129,4.0,61.9,4.0,True,Leipzig,34.98
80779,central_heating,False,False,3.87,1892.0,True,True,48.0,well_kept,normal,negotiable,False,apartment,52068,2.0,110.2,2.0,False,Aachen,24.0
239337,district_heating,False,True,1.89,1968.0,False,True,60.0,unknown,normal,unknown,False,apartment,7629,3.0,105.0,3.0,False,Saale_Holzland_Kreis,20.0
211437,self_contained_central_heating,False,True,3.34,1957.0,False,True,68.4,well_kept,normal,negotiable,False,apartment,45964,3.5,394.0,1.0,True,Recklinghausen_Kreis,19.542857142857144
157839,central_heating,False,True,2.63,1969.0,False,True,61.29,unknown,unknown,unknown,True,apartment,44623,2.5,116.0,4.0,True,Herne,24.516
263168,unknown,False,False,0.36,1956.0,False,True,58.75,well_kept,normal,unknown,False,apartment,6217,3.0,85.0,1.0,False,Saalekreis,19.583333333333332
225399,gas_heating,False,True,2.08,1996.0,False,True,53.46,well_kept,normal,negotiable,True,apartment,1139,2.0,76.7,3.0,False,Dresden,26.73
114630,unknown,False,True,2.44,1995.0,False,False,48.3,refurbished,unknown,unknown,False,ground_floor,28757,2.0,99.4,0.0,False,Bremen,24.15
266303,unknown,False,False,1.45,1930.0,False,False,66.0,refurbished,normal,negotiable,False,apartment,1728,2.0,107.7,1.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,33.0
99759,district_heating,False,False,3.51,1951.0,False,False,50.0,unknown,unknown,unknown,False,unknown,47198,2.0,133.57,2.0,False,Duisburg,25.0
174012,central_heating,False,False,2.0,1902.0,True,True,84.0,refurbished,normal,no,False,apartment,9456,3.0,159.0,1.0,True,Erzgebirgskreis,28.0
114473,central_heating,True,True,3.85,2019.0,True,False,86.13,first_time_use,sophisticated,negotiable,True,apartment,22946,2.0,46.0,1.0,False,Stormarn_Kreis,43.065
95537,self_contained_central_heating,False,False,3.28,1900.0,True,True,142.0,refurbished,sophisticated,negotiable,False,apartment,36251,4.0,139.0,3.0,False,Hersfeld_Rotenburg_Kreis,35.5
198167,unknown,False,True,3.33,1987.0,False,False,81.92,unknown,unknown,unknown,False,unknown,59227,3.0,77.3,2.0,False,Warendorf_Kreis,27.30666666666667
156026,district_heating,True,True,0.96,2019.0,True,True,130.97,first_time_use,luxury,negotiable,True,terraced_flat,38114,4.0,36.0,0.0,True,Braunschweig,32.7425
90408,central_heating,True,True,4.1,2019.0,False,False,74.0,first_time_use,unknown,unknown,False,roof_storey,50354,2.0,75.0,2.0,False,Rhein_Erft_Kreis,37.0
204018,central_heating,False,False,4.43,1900.0,True,True,55.0,well_kept,normal,negotiable,False,ground_floor,4229,2.0,134.9,0.0,False,Leipzig,27.5
112273,district_heating,False,True,6.83,1969.0,True,True,66.26,refurbished,sophisticated,negotiable,True,apartment,14055,2.0,92.0,4.0,False,Berlin,33.13
214332,central_heating,False,False,5.01,1994.0,True,False,33.0,mint_condition,normal,negotiable,True,apartment,90478,1.0,93.5,2.0,False,Nürnberg,33.0
223300,central_heating,False,True,6.25,1982.0,False,True,65.83,well_kept,normal,unknown,True,apartment,82152,2.0,91.0,1.0,False,München_Kreis,32.915
50578,district_heating,False,True,-0.28,1974.0,False,True,74.75,modernized,normal,yes,True,apartment,38120,3.0,116.5,9.0,False,Braunschweig,24.916666666666668
239863,floor_heating,False,True,3.66,2014.0,True,True,147.0,mint_condition,sophisticated,no,False,other,40885,5.0,43.51,2.0,False,Mettmann_Kreis,29.4
241122,district_heating,False,False,3.64,1956.0,False,False,62.51,well_kept,unknown,negotiable,False,apartment,45881,3.0,144.76,3.0,False,Gelsenkirchen,20.836666666666666
186451,self_contained_central_heating,False,False,1.15,1995.0,False,False,61.41,well_kept,normal,unknown,False,apartment,39435,2.0,119.0,1.0,False,Salzlandkreis,30.705
90463,district_heating,False,False,3.85,1978.0,False,False,48.0,modernized,unknown,yes,False,apartment,4329,2.0,69.0,3.0,False,Leipzig,24.0
245246,floor_heating,False,True,2.94,2016.0,False,True,74.0,mint_condition,sophisticated,negotiable,True,apartment,18055,3.0,55.8,2.0,True,Rostock,24.666666666666668
233641,central_heating,False,False,0.95,1912.0,True,True,43.88,modernized,normal,negotiable,False,other,9337,2.0,162.6,1.0,False,Zwickau_Kreis,21.94
224476,self_contained_central_heating,False,False,3.35,1954.0,False,True,47.21,first_time_use_after_refurbishment,sophisticated,no,False,apartment,58455,2.5,125.2,2.0,False,Ennepe_Ruhr_Kreis,18.884
119955,district_heating,False,True,0.78,1971.0,False,False,57.12,refurbished,normal,unknown,False,apartment,1796,3.0,88.0,5.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,19.04
88349,central_heating,False,False,5.07,1957.0,False,False,115.0,modernized,normal,unknown,False,apartment,50674,2.0,185.4,10.0,False,Köln,57.5
213600,central_heating,False,True,3.85,1983.0,True,True,82.0,refurbished,unknown,unknown,True,unknown,37077,3.0,176.0,5.0,False,Göttingen_Kreis,27.333333333333332
118924,central_heating,False,True,3.93,2016.0,True,False,58.0,mint_condition,sophisticated,negotiable,False,unknown,90478,2.0,72.0,2.0,False,Nürnberg,29.0
261134,central_heating,False,False,3.57,1957.0,False,False,50.0,unknown,unknown,negotiable,False,apartment,45988,2.0,132.7,2.0,False,Gelsenkirchen,25.0
220838,central_heating,False,False,5.57,1951.0,False,True,51.0,fully_renovated,normal,unknown,False,apartment,63263,2.0,146.0,2.0,False,Offenbach_Kreis,25.5
152135,unknown,False,False,3.03,1970.0,True,False,20.0,unknown,unknown,negotiable,False,unknown,55122,1.0,122.0,2.0,True,Mainz,20.0
192717,unknown,False,True,1.46,1961.0,False,True,47.28,unknown,unknown,unknown,False,ground_floor,8525,2.0,116.8,0.0,False,Plauen,23.64
82374,central_heating,False,False,2.08,1913.0,False,True,64.0,unknown,unknown,negotiable,False,ground_floor,8412,3.0,93.4,0.0,False,Zwickau_Kreis,21.333333333333332
126589,central_heating,False,True,3.57,1979.0,False,True,56.4,well_kept,unknown,unknown,False,apartment,4209,2.0,80.8,4.0,False,Leipzig,28.2
9028,unknown,False,False,2.2,1956.0,False,False,58.0,well_kept,unknown,unknown,False,apartment,95100,3.0,241.2,3.0,False,Wunsiedel_im_Fichtelgebirge_Kreis,19.333333333333332
63535,district_heating,False,True,0.0,1983.0,False,False,70.4,fully_renovated,unknown,unknown,False,unknown,2828,3.0,114.0,4.0,False,Görlitz,23.46666666666667
112072,gas_heating,False,False,2.62,1900.0,False,False,57.0,well_kept,normal,unknown,False,unknown,6842,2.0,131.0,1.0,False,Dessau_Roßlau,28.5
49273,self_contained_central_heating,False,False,3.28,1953.0,False,False,54.76,unknown,unknown,unknown,False,apartment,42119,2.0,154.2,1.0,False,Wuppertal,27.38
135405,gas_heating,False,True,2.59,1997.0,True,True,79.0,well_kept,sophisticated,unknown,False,apartment,41366,3.0,115.4,2.0,False,Viersen_Kreis,26.333333333333332
5425,unknown,False,True,1.52,1908.0,False,False,99.0,unknown,unknown,unknown,False,unknown,39108,3.0,118.1,0.0,False,Magdeburg,33.0
36539,central_heating,False,True,0.55,1978.0,False,False,56.96,refurbished,normal,negotiable,False,apartment,17491,3.0,122.0,5.0,False,Greifswald,18.986666666666668
246568,central_heating,True,True,2.34,2019.0,False,False,123.85,first_time_use,sophisticated,no,True,terraced_flat,1309,5.0,54.0,1.0,False,Dresden,24.77
159128,unknown,False,False,3.13,1972.0,False,False,46.0,unknown,unknown,unknown,False,unknown,34125,2.0,109.0,5.0,False,Kassel,23.0
99476,central_heating,False,True,9.64,1971.0,False,False,56.0,well_kept,normal,negotiable,True,apartment,10319,1.0,63.0,8.0,False,Berlin,56.0
39795,central_heating,False,True,7.79,1972.0,False,True,94.3,first_time_use_after_refurbishment,normal,negotiable,True,unknown,81677,3.0,175.8,2.0,False,München,31.433333333333334
165751,gas_heating,False,False,4.35,1903.0,False,True,53.67,modernized,normal,unknown,False,apartment,4155,1.0,159.0,3.0,False,Leipzig,53.67
209290,floor_heating,False,True,2.74,2016.0,False,False,71.5,mint_condition,sophisticated,unknown,True,apartment,52499,3.0,31.1,1.0,False,Aachen_Kreis,23.833333333333332
159050,floor_heating,False,True,4.62,2017.0,True,True,108.0,mint_condition,luxury,negotiable,True,terraced_flat,89257,3.5,50.2,1.0,False,Neu_Ulm_Kreis,30.857142857142858
38664,district_heating,False,True,4.92,1928.0,True,True,78.0,modernized,sophisticated,no,False,apartment,22297,3.5,120.0,2.0,False,Hamburg,22.285714285714285
208535,central_heating,False,False,10.75,1910.0,True,False,70.49,refurbished,unknown,negotiable,False,apartment,13351,3.0,170.0,4.0,False,Berlin,23.496666666666666
13717,central_heating,False,True,2.82,1996.0,False,True,30.0,well_kept,normal,negotiable,False,roof_storey,1328,1.0,113.0,3.0,False,Dresden,30.0
20613,self_contained_central_heating,False,False,0.21,1912.0,False,True,71.92,well_kept,unknown,unknown,False,apartment,9130,3.0,148.0,3.0,True,Chemnitz,23.973333333333333
155851,central_heating,False,True,3.29,2017.0,True,True,133.72,mint_condition,unknown,unknown,False,roof_storey,90449,4.0,32.1,2.0,False,Nürnberg,33.43
127873,gas_heating,False,True,4.64,1984.0,True,True,340.0,well_kept,normal,unknown,True,apartment,61440,11.0,92.0,1.0,False,Hochtaunuskreis,30.90909090909091
104954,combined_heat_and_power_plant,False,True,3.27,1972.0,True,True,57.54,well_kept,normal,negotiable,False,apartment,23879,2.0,135.0,3.0,False,Herzogtum_Lauenburg_Kreis,28.77
153397,central_heating,False,True,2.47,1960.0,False,True,59.92,unknown,unknown,unknown,False,apartment,7548,3.0,92.1,2.0,False,Gera,19.973333333333333
65087,central_heating,False,False,4.01,1929.0,True,True,52.5,modernized,normal,negotiable,False,other,4420,2.0,101.0,1.0,True,Leipzig_Kreis,26.25
59018,gas_heating,False,True,3.33,1974.0,True,True,74.0,fully_renovated,sophisticated,negotiable,True,apartment,45966,3.0,103.0,1.0,False,Recklinghausen_Kreis,24.666666666666668
29249,central_heating,False,True,2.75,1970.0,False,False,58.0,fully_renovated,unknown,unknown,True,ground_floor,45476,2.0,118.0,7.0,False,Mülheim_an_der_Ruhr,29.0
36499,central_heating,False,True,1.67,1998.0,False,True,62.26,unknown,unknown,negotiable,False,raised_ground_floor,3044,3.0,77.0,0.0,False,Cottbus,20.753333333333334
22910,gas_heating,False,True,2.95,1970.0,True,False,73.85,need_of_renovation,unknown,unknown,False,apartment,24837,3.0,138.7,1.0,False,Schleswig_Flensburg_Kreis,24.616666666666664
40844,central_heating,False,True,7.78,1906.0,False,False,126.72,first_time_use_after_refurbishment,unknown,negotiable,False,apartment,10553,3.0,140.4,2.0,False,Berlin,42.24
208192,self_contained_central_heating,False,True,2.77,1965.0,False,True,68.0,fully_renovated,sophisticated,no,False,apartment,45276,3.0,131.3,1.0,False,Essen,22.666666666666668
64286,central_heating,False,False,2.18,1977.0,False,True,117.0,well_kept,normal,negotiable,False,roof_storey,65558,4.5,153.2,2.0,True,Rhein_Lahn_Kreis,26.0
14986,central_heating,False,False,5.41,1996.0,True,False,40.0,first_time_use_after_refurbishment,sophisticated,no,False,roof_storey,84405,2.0,80.0,2.0,False,Erding_Kreis,20.0
145829,district_heating,False,True,4.94,1981.0,True,True,101.0,well_kept,normal,negotiable,True,apartment,24534,4.0,105.0,2.0,True,Neumünster,25.25
89969,central_heating,False,False,6.94,1995.0,False,False,72.0,mint_condition,sophisticated,unknown,False,apartment,14641,2.0,87.0,1.0,True,Havelland_Kreis,36.0
200421,central_heating,False,True,3.85,1984.0,True,False,68.0,well_kept,unknown,unknown,False,apartment,39130,3.0,88.5,4.0,False,Magdeburg,22.666666666666668
93801,central_heating,False,False,3.13,1920.0,False,False,40.0,modernized,normal,no,False,roof_storey,45143,2.0,105.0,2.0,False,Essen,20.0
66507,central_heating,False,False,1.85,1974.0,False,False,34.0,fully_renovated,normal,negotiable,True,unknown,7545,1.0,106.9,4.0,False,Gera,34.0
90114,self_contained_central_heating,False,False,3.64,1959.0,False,True,78.73,well_kept,normal,negotiable,False,ground_floor,47139,3.0,103.7,0.0,False,Duisburg,26.243333333333336
226310,floor_heating,False,True,4.29,2014.0,True,False,111.0,well_kept,sophisticated,unknown,True,apartment,24955,3.0,17.6,1.0,True,Schleswig_Flensburg_Kreis,37.0
90903,central_heating,False,False,3.08,1950.0,False,True,45.0,well_kept,normal,negotiable,False,roof_storey,41061,2.0,137.1,4.0,False,Mönchengladbach,22.5
131535,central_heating,False,False,0.21,1905.0,False,True,100.0,well_kept,normal,negotiable,False,apartment,9130,3.0,137.3,1.0,False,Chemnitz,33.333333333333336
239182,floor_heating,False,True,4.28,1994.0,True,True,87.35,well_kept,unknown,no,False,terraced_flat,51429,3.0,127.0,0.0,True,Rheinisch_Bergischer_Kreis,29.116666666666664
106869,central_heating,False,True,0.0,1900.0,False,True,52.0,unknown,unknown,negotiable,False,apartment,9113,2.0,117.86,1.0,False,Chemnitz,26.0
72463,central_heating,True,True,4.22,2018.0,True,True,78.43,mint_condition,sophisticated,no,True,penthouse,93333,3.0,35.0,2.0,False,Kelheim_Kreis,26.143333333333334
193986,central_heating,False,True,5.72,1954.0,False,True,152.18,well_kept,normal,negotiable,False,apartment,80337,4.0,79.0,4.0,False,München,38.045
119108,central_heating,False,True,2.35,1962.0,True,False,93.0,well_kept,normal,unknown,True,apartment,35394,3.0,145.0,1.0,True,Gießen_Kreis,31.0
226364,district_heating,False,True,6.55,2005.0,True,True,76.86,mint_condition,sophisticated,no,False,apartment,71034,2.0,77.0,2.0,False,Böblingen_Kreis,38.43
69059,central_heating,False,False,2.0,1898.0,False,True,41.1,fully_renovated,normal,unknown,False,unknown,7551,2.0,185.48,2.0,False,Gera,20.55
122114,district_heating,False,False,6.0,1994.0,True,False,55.0,well_kept,unknown,negotiable,True,apartment,20537,2.0,81.0,3.0,False,Hamburg,27.5
75136,central_heating,False,True,3.33,2000.0,True,False,65.0,well_kept,unknown,no,False,roof_storey,53804,2.0,129.6,1.0,False,Rhein_Sieg_Kreis,32.5
76688,central_heating,False,True,3.92,1967.0,False,True,56.15,unknown,unknown,unknown,True,apartment,53179,2.0,86.0,5.0,False,Bonn,28.075
204652,self_contained_central_heating,False,False,2.47,1953.0,True,False,25.0,well_kept,normal,no,False,roof_storey,52070,1.0,190.0,5.0,False,Aachen,25.0
162511,unknown,False,False,0.19,1968.0,False,True,56.4,modernized,unknown,negotiable,False,apartment,9127,3.0,61.0,3.0,False,Chemnitz,18.8
168094,gas_heating,False,False,1.44,1900.0,False,False,43.0,fully_renovated,normal,negotiable,False,ground_floor,6712,2.0,246.3,0.0,False,Burgenlandkreis,21.5
167950,gas_heating,False,False,6.06,1953.0,True,False,42.12,well_kept,normal,negotiable,False,apartment,24536,2.0,230.1,1.0,False,Neumünster,21.06
258257,floor_heating,False,True,5.2,2012.0,False,True,89.0,mint_condition,sophisticated,no,True,apartment,60437,2.0,10.4,1.0,False,Frankfurt_am_Main,44.5
23887,central_heating,False,False,2.82,1905.0,False,False,63.5,unknown,normal,unknown,False,unknown,4838,3.0,103.0,1.0,False,Nordsachsen_Kreis,21.166666666666668
188786,central_heating,False,True,2.04,1930.0,True,True,63.0,fully_renovated,normal,negotiable,False,apartment,1237,3.0,79.0,1.0,False,Dresden,21.0
255453,central_heating,False,True,4.96,1993.0,False,True,48.0,unknown,unknown,negotiable,False,apartment,4824,1.0,81.4,1.0,False,Leipzig_Kreis,48.0
17121,district_heating,False,True,1.87,1962.0,False,True,63.48,refurbished,normal,negotiable,True,ground_floor,39104,2.0,76.0,1.0,False,Magdeburg,31.74
144104,central_heating,False,False,3.05,1995.0,True,True,75.1,well_kept,normal,no,False,roof_storey,99189,3.0,115.0,3.0,True,Sömmerda_Kreis,25.03333333333333
191040,central_heating,False,True,2.53,2006.0,False,True,61.0,well_kept,unknown,unknown,True,apartment,58256,2.0,84.0,1.0,False,Ennepe_Ruhr_Kreis,30.5
26726,central_heating,False,True,3.56,2010.0,True,True,102.0,unknown,unknown,no,True,apartment,33739,3.0,67.2,2.0,False,Bielefeld,34.0
262530,central_heating,False,True,1.79,1975.0,False,True,72.35,fully_renovated,normal,yes,True,apartment,99974,4.0,93.0,3.0,False,Unstrut_Hainich_Kreis,18.0875
99619,central_heating,False,False,1.89,1989.0,False,False,56.21,fully_renovated,unknown,unknown,True,apartment,18435,2.0,90.4,5.0,False,Stralsund,28.105
99518,district_heating,False,True,5.43,1983.0,False,True,72.81,modernized,unknown,unknown,True,apartment,12683,2.0,114.0,2.0,False,Berlin,36.405
247596,district_heating,False,True,3.92,1954.0,False,True,104.0,first_time_use_after_refurbishment,normal,negotiable,True,apartment,44141,3.0,133.0,3.0,False,Dortmund,34.666666666666664
195470,unknown,True,True,3.88,2017.0,True,True,61.0,unknown,unknown,unknown,True,apartment,92318,2.0,29.9,1.0,False,Neumarkt_in_der_Oberpfalz_Kreis,30.5
198910,unknown,False,True,0.0,1966.0,False,False,47.22,unknown,unknown,unknown,False,unknown,2977,2.0,87.7,2.0,False,Hoyerswerda,23.61
193448,unknown,False,False,6.0,1872.0,True,False,30.0,unknown,unknown,no,False,unknown,90429,2.0,33.0,1.0,False,Nürnberg,15.0
260980,central_heating,False,True,4.21,1999.0,True,True,56.0,well_kept,sophisticated,no,False,apartment,65207,2.0,107.4,1.0,True,Wiesbaden,28.0
209474,unknown,False,True,2.85,1974.0,False,True,69.0,mint_condition,unknown,negotiable,True,roof_storey,33332,2.0,70.0,2.0,False,Gütersloh_Kreis,34.5
73663,central_heating,False,True,1.75,1995.0,True,True,26.67,mint_condition,unknown,unknown,False,apartment,36199,1.0,101.0,1.0,False,Hersfeld_Rotenburg_Kreis,26.67
46107,district_heating,False,True,0.0,1974.0,False,True,60.8,unknown,unknown,unknown,False,apartment,17291,3.0,64.0,3.0,False,Uckermark_Kreis,20.266666666666666
75880,district_heating,False,True,1.59,1975.0,False,True,69.5,well_kept,normal,unknown,True,apartment,39104,3.0,103.0,3.0,False,Magdeburg,23.166666666666668
114214,self_contained_central_heating,False,False,2.47,1952.0,True,True,48.0,unknown,unknown,unknown,False,roof_storey,27576,2.5,171.0,3.0,False,Bremerhaven,19.2
221477,district_heating,False,True,3.25,1982.0,False,True,63.57,first_time_use_after_refurbishment,normal,negotiable,False,roof_storey,4509,3.0,117.2,4.0,False,Nordsachsen_Kreis,21.19
103172,district_heating,True,False,1.01,2018.0,False,False,76.0,first_time_use,sophisticated,no,False,roof_storey,17033,3.0,55.0,3.0,False,Neubrandenburg,25.333333333333332
197209,central_heating,False,True,3.66,2015.0,True,True,59.19,well_kept,unknown,unknown,True,apartment,22926,2.0,56.0,2.0,False,Stormarn_Kreis,29.595
